21	130493	54	8202	-359	-66	18	2	-325	-407	-131	101178.50	30.16	12.20	0.00	0.00	0	0	99	-1
22	130503	51	8202	-365	-66	18	2	-332	-410	-124	101178.50	30.16	12.20	0.00	0.00	0	0	99	-1
23	130513	53	8199	-371	-66	18	2	-329	-405	-121	101178.50	30.16	12.20	0.00	0.00	0	0	99	-1
24	130523	53	8198	-369	-66	18	2	-328	-404	-126	101178.50	30.16	12.20	0.00	0.00	0	0	99	-1
25	130533	54	8198	-369	-66	18	2	-325	-415	-127	101176.50	30.16	12.37	0.00	0.00	0	0	99	-1
26	130543	54	8196	-368	-66	18	2	-331	-399	-123	101176.50	30.16	12.37	0.00	0.00	0	0	99	-1
27	130553	52	8194	-365	-66	17	2	-333	-407	-121	101176.50	30.16	12.37	0.00	0.00	0	0	99	-1
28	130563	48	8195	-370	-66	18	2	-331	-409	-125	101178.17	30.16	12.23	0.00	0.00	0	0	99	-1
29	130573	51	8192	-370	-66	17	2	-329	-405	-121	101178.17	30.16	12.23	0.00	0.00	0	0	99	-1
30	130583	50	8191	-377	-66	18	2	-325	-407	-127	101178.17	30.16	12.23	0.00	0.00	0	0	99	-1
31	130643	49	8204	-376	-66	18	2	-328	-402	-128	101183.03	30.19	11.83	0.00	0.00	0	0	99	-1
32	130663	50	8204	-373	-67	18	2	-334	-402	-124	101184.53	30.19	11.70	0.00	0.00	0	0	99	-1
33	130683	52	8200	-375	-66	19	1	-328	-412	-122	101184.53	30.19	11.70	0.00	0.00	0	0	99	-1
34	130693	55	8198	-368	-67	19	2	-329	-409	-123	101184.53	30.19	11.70	0.00	0.00	0	0	99	-1
35	130703	57	8196	-368	-66	19	2	-333	-405	-127	101181.08	30.17	11.99	0.00	0.00	0	0	99	-1
36	130713	53	8196	-374	-66	19	2	-333	-401	-127	101181.08	30.17	11.99	0.00	0.00	0	0	99	-1
37	130723	53	8200	-369	-66	18	3	-333	-407	-123	101181.08	30.17	11.99	0.00	0.00	0	0	99	-1
38	130733	56	8201	-370	-66	18	2	-334	-408	-124	101181.08	30.16	12.02	0.00	0.00	0	0	99	-1
39	130753	53	8200	-371	-66	18	2	-325	-407	-121	101180.67	30.16	12.02	0.00	0.00	0	0	99	-1
40	130763	53	8200	-367	-66	18	2	-330	-412	-124	101180.67	30.16	12.02	0.00	0.00	0	0	99	-1
41	130773	56	8199	-371	-66	17	3	-327	-401	-129	101180.67	30.18	11.82	0.00	0.00	0	0	99	-1
42	130783	56	8201	-375	-66	18	2	-330	-410	-124	101183.13	30.18	11.82	0.00	0.00	0	0	99	-1
43	130793	59	8199	-374	-66	18	2	-326	-408	-132	101183.13	30.18	11.82	0.00	0.00	0	0	99	-1
44	130803	57	8197	-375	-66	17	2	-325	-403	-121	101183.13	30.18	11.82	0.00	0.00	0	0	99	-1
45	130813	54	8201	-371	-66	18	2	-327	-407	-123	101183.53	30.18	11.78	0.00	0.00	0	0	99	-1
46	130823	45	8204	-375	-67	18	2	-333	-407	-123	101183.53	30.18	11.78	0.00	0.00	0	0	99	-1
47	130833	46	8202	-372	-67	18	2	-328	-406	-128	101183.53	30.18	11.78	0.00	0.00	0	0	99	-1
48	130843	48	8201	-368	-67	18	2	-334	-408	-136	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
49	130853	45	8200	-370	-67	18	2	-328	-410	-132	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
50	130863	43	8199	-374	-67	18	2	-327	-411	-121	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
51	130873	44	8199	-374	-67	18	2	-328	-402	-128	101180.91	30.17	12.00	0.00	0.00	0	0	99	-1
52	130893	45	8198	-371	-67	18	2	-335	-401	-121	101180.91	30.17	12.00	0.00	0.00	0	0	99	-1
53	130903	47	8200	-370	-67	18	2	-325	-411	-127	101180.91	30.17	12.00	0.00	0.00	0	0	99	-1
54	130913	47	8199	-371	-67	18	2	-327	-407	-117	101180.91	30.18	11.83	0.00	0.00	0	0	99	-1
55	130923	46	8198	-370	-67	18	2	-325	-409	-125	101182.97	30.18	11.83	0.00	0.00	0	0	99	-1
56	130933	49	8199	-376	-66	17	2	-335	-411	-113	101182.97	30.18	11.83	0.00	0.00	0	0	99	-1
57	130943	52	8200	-377	-66	18	2	-326	-406	-122	101182.97	30.18	11.83	0.00	0.00	0	0	99	-1
58	130953	51	8198	-379	-66	18	2	-328	-404	-120	101181.96	30.18	11.92	0.00	0.00	0	0	99	-1
59	130963	51	8204	-369	-66	18	1	-328	-404	-126	101181.96	30.18	11.92	0.00	0.00	0	0	99	-1
60	130973	52	8200	-364	-66	18	2	-332	-400	-126	101181.96	30.18	11.92	0.00	0.00	0	0	99	-1
61	130983	54	8198	-367	-66	18	1	-336	-412	-124	101180.25	30.17	12.06	0.00	0.00	0	0	99	-1
62	131003	53	8201	-371	-66	17	2	-324	-406	-124	101180.25	30.17	12.06	0.00	0.00	0	0	99	-1
63	131033	47	8193	-363	-66	17	2	-328	-402	-120	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
64	131043	50	8199	-364	-66	17	2	-324	-414	-122	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
65	131053	46	8201	-369	-66	17	2	-332	-404	-126	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
66	131063	44	8203	-377	-66	17	2	-329	-413	-123	101182.20	30.19	11.90	0.00	0.00	0	0	99	-1
67	131073	45	8200	-380	-66	17	2	-335	-405	-119	101182.20	30.19	11.90	0.00	0.00	0	0	99	-1
68	131083	42	8200	-373	-67	17	2	-325	-407	-131	101182.20	30.19	11.90	0.00	0.00	0	0	99	-1
69	131093	44	8200	-373	-67	17	1	-329	-407	-123	101183.61	30.19	11.78	0.00	0.00	0	0	99	-1
70	131103	46	8200	-374	-67	18	2	-321	-413	-127	101183.61	30.19	11.78	0.00	0.00	0	0	99	-1
71	131113	49	8200	-372	-67	18	2	-325	-405	-129	101183.61	30.19	11.78	0.00	0.00	0	0	99	-1
72	131133	48	8198	-368	-66	17	3	-330	-406	-116	101179.34	30.16	12.13	0.00	0.00	0	0	99	-1
73	131143	47	8199	-368	-66	17	2	-333	-401	-127	101179.34	30.16	12.13	0.00	0.00	0	0	99	-1
74	131153	46	8201	-372	-66	17	2	-326	-408	-126	101179.34	30.16	12.13	0.00	0.00	0	0	99	-1
75	131163	50	8199	-372	-66	17	2	-326	-410	-120	101179.34	30.16	12.15	0.00	0.00	0	0	99	-1
76	131173	47	8201	-372	-66	17	2	-323	-411	-131	101179.17	30.16	12.15	0.00	0.00	0	0	99	-1
77	131183	49	8196	-381	-66	17	2	-332	-398	-120	101179.17	30.16	12.15	0.00	0.00	0	0	99	-1
78	131193	46	8198	-375	-66	17	2	-335	-411	-121	101182.17	30.18	11.65	0.00	0.00	0	0	99	-1
79	131203	41	8196	-381	-66	18	2	-331	-405	-129	101185.13	30.18	11.65	0.00	0.00	0	0	99	-1
80	131213	43	8199	-378	-66	18	2	-331	-413	-121	101185.13	30.18	11.65	0.00	0.00	0	0	99	-1
81	131223	45	8199	-383	-66	18	2	-328	-404	-118	101185.13	30.18	11.65	0.00	0.00	0	0	99	-1
82	131233	48	8199	-382	-66	18	2	-337	-407	-127	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
83	131243	53	8199	-379	-66	19	2	-323	-407	-125	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
84	131253	52	8197	-384	-66	18	3	-331	-413	-123	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
85	131263	50	8201	-375	-66	18	2	-335	-405	-121	101181.98	30.17	11.91	0.00	0.00	0	0	99	-1
86	131273	50	8200	-378	-66	17	2	-326	-404	-118	101181.98	30.17	11.91	0.00	0.00	0	0	99	-1
87	131283	48	8200	-378	-66	17	2	-329	-399	-123	101181.98	30.17	11.91	0.00	0.00	0	0	99	-1
88	131293	51	8204	-380	-66	17	3	-323	-407	-121	101181.98	30.17	11.91	0.00	0.00	0	0	99	-1
89	131303	52	8204	-381	-66	17	3	-335	-407	-125	101183.66	30.17	11.77	0.00	0.00	0	0	99	-1
90	131313	52	8205	-383	-66	17	2	-332	-412	-128	101183.66	30.17	11.77	0.00	0.00	0	0	99	-1
91	131333	51	8202	-379	-66	17	2	-332	-414	-124	101183.66	30.17	11.77	0.00	0.00	0	0	99	-1
92	131343	52	8205	-377	-66	17	2	-337	-411	-125	101179.98	30.17	12.08	0.00	0.00	0	0	99	-1
93	131363	48	8203	-376	-66	17	2	-332	-412	-120	101179.98	30.17	12.08	0.00	0.00	0	0	99	-1
94	131383	46	8203	-370	-66	18	1	-333	-403	-131	101181.48	30.17	11.96	0.00	0.00	0	0	99	-1
95	131393	43	8198	-375	-66	17	2	-326	-400	-128	101181.48	30.17	11.96	0.00	0.00	0	0	99	-1
96	131403	40	8199	-375	-66	18	2	-334	-406	-126	101181.48	30.17	11.96	0.00	0.00	0	0	99	-1
97	131423	40	8196	-371	-66	18	2	-331	-403	-127	101186.61	30.19	11.53	0.00	0.00	0	0	99	-1
98	131433	43	8199	-375	-66	17	2	-325	-411	-125	101186.61	30.19	11.53	0.00	0.00	0	0	99	-1
99	131443	42	8201	-372	-66	18	2	-329	-413	-121	101186.61	30.19	11.53	0.00	0.00	0	0	99	-1
100	131453	46	8199	-377	-66	18	1	-322	-408	-124	101182.13	30.18	11.90	0.00	0.00	0	0	99	-1
101	131463	41	8199	-380	-66	18	2	-333	-403	-123	101182.13	30.18	11.90	0.00	0.00	0	0	99	-1
102	131473	44	8196	-378	-66	18	2	-337	-411	-133	101182.13	30.18	11.90	0.00	0.00	0	0	99	-1
103	131503	51	8198	-379	-67	18	2	-329	-403	-125	101183.47	30.18	11.79	0.00	0.00	0	0	99	-1
104	131513	51	8192	-380	-67	18	2	-330	-410	-126	101183.47	30.18	11.79	0.00	0.00	0	0	99	-1
105	131523	48	8196	-378	-67	18	3	-335	-409	-125	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
106	131533	46	8196	-369	-67	18	3	-324	-416	-116	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
107	131543	48	8193	-367	-66	18	2	-331	-405	-121	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
108	131553	49	8194	-368	-66	18	2	-322	-406	-122	101184.38	30.16	12.02	0.00	0.00	0	0	99	-1
109	131563	48	8200	-370	-66	18	2	-336	-400	-124	101180.67	30.16	12.02	0.00	0.00	0	0	99	-1
110	131573	50	8198	-367	-66	18	2	-328	-410	-120	101180.67	30.16	12.02	0.00	0.00	0	0	99	-1
111	131583	53	8200	-360	-66	18	2	-326	-400	-124	101180.17	30.17	11.94	0.00	0.00	0	0	99	-1
112	131593	53	8195	-359	-66	18	3	-325	-407	-125	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
113	131603	54	8193	-361	-66	18	3	-329	-403	-119	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
114	131613	52	8195	-364	-66	18	3	-333	-409	-125	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
115	131623	47	8196	-371	-66	18	3	-326	-410	-128	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
116	131633	48	8195	-373	-66	18	2	-329	-405	-119	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
117	131643	52	8197	-373	-66	18	3	-333	-407	-125	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
118	131653	49	8195	-376	-67	18	3	-329	-401	-127	101184.32	30.17	11.72	0.00	0.00	0	0	99	-1
119	131663	51	8193	-375	-66	18	3	-333	-405	-131	101184.32	30.17	11.72	0.00	0.00	0	0	99	-1
120	131673	51	8195	-373	-66	18	2	-331	-407	-133	101184.32	30.17	11.72	0.00	0.00	0	0	99	-1
121	131683	55	8193	-372	-66	18	2	-335	-409	-121	101184.32	30.17	11.92	0.00	0.00	0	0	99	-1
122	131703	43	8192	-366	-67	18	2	-325	-403	-121	101181.94	30.16	11.92	0.00	0.00	0	0	99	-1
123	131713	42	8192	-368	-67	17	2	-326	-402	-126	101181.94	30.16	11.92	0.00	0.00	0	0	99	-1
124	131733	46	8192	-366	-67	18	2	-327	-407	-131	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
125	131763	45	8193	-370	-67	18	2	-331	-405	-125	101183.63	30.18	11.88	0.00	0.00	0	0	99	-1
126	131773	50	8196	-375	-66	19	2	-328	-410	-126	101182.36	30.18	11.88	0.00	0.00	0	0	99	-1
127	131783	49	8192	-371	-66	19	2	-333	-409	-135	101182.36	30.18	11.88	0.00	0.00	0	0	99	-1
128	131793	51	8192	-374	-66	19	2	-331	-409	-121	101182.36	30.18	11.88	0.00	0.00	0	0	99	-1
129	131803	55	8195	-362	-66	18	2	-329	-409	-125	101185.03	30.19	11.66	0.00	0.00	0	0	99	-1
130	131813	52	8195	-367	-66	18	2	-334	-398	-124	101185.03	30.19	11.66	0.00	0.00	0	0	99	-1
131	131823	50	8197	-367	-66	18	2	-327	-401	-123	101185.03	30.19	11.66	0.00	0.00	0	0	99	-1
132	131833	49	8198	-368	-66	18	2	-323	-401	-125	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
133	131843	44	8197	-376	-66	18	2	-335	-409	-127	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
134	131853	49	8202	-375	-66	18	2	-334	-406	-132	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
135	131863	49	8199	-373	-67	18	2	-328	-400	-128	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
136	131883	42	8198	-363	-67	18	2	-328	-408	-120	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
137	131893	45	8195	-365	-66	18	2	-325	-397	-121	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
138	131903	44	8194	-365	-66	18	2	-335	-411	-131	101181.66	30.17	11.94	0.00	0.00	0	0	99	-1
139	131913	44	8192	-359	-66	17	2	-325	-407	-123	101182.63	30.18	11.86	0.00	0.00	0	0	99	-1
140	131923	48	8194	-364	-66	17	2	-329	-409	-127	101182.63	30.18	11.86	0.00	0.00	0	0	99	-1
141	131933	48	8197	-361	-66	17	2	-326	-408	-122	101182.63	30.18	11.86	0.00	0.00	0	0	99	-1
142	131943	49	8195	-366	-66	17	2	-325	-405	-119	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
143	131953	44	8194	-372	-66	18	2	-335	-407	-121	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
144	131963	45	8195	-376	-66	18	2	-332	-400	-124	101183.80	30.18	11.76	0.00	0.00	0	0	99	-1
145	131973	40	8195	-375	-67	18	1	-327	-403	-119	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
146	131983	40	8197	-378	-67	18	2	-324	-408	-124	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
147	131993	40	8198	-378	-66	18	2	-332	-406	-126	101183.63	30.18	11.78	0.00	0.00	0	0	99	-1
148	132013	44	8194	-377	-67	18	2	-322	-406	-128	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
149	132023	46	8196	-374	-67	19	2	-337	-403	-131	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
150	132033	43	8198	-375	-66	18	2	-323	-403	-127	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
151	132043	46	8199	-375	-66	18	2	-327	-403	-131	101181.91	30.17	11.92	0.00	0.00	0	0	99	-1
152	132053	46	8202	-374	-67	19	2	-335	-407	-117	101175.69	30.15	12.44	0.00	0.00	0	0	99	-1
153	132063	48	8199	-369	-66	18	2	-330	-410	-126	101175.69	30.15	12.44	0.00	0.00	0	0	99	-1
154	132073	48	8198	-372	-66	18	1	-329	-405	-127	101175.69	30.15	12.44	0.00	0.00	0	0	99	-1
155	132103	55	8205	-366	-67	18	2	-329	-407	-119	101177.67	30.16	12.27	0.00	0.00	0	0	99	-1
156	132123	52	8199	-365	-67	17	2	-337	-407	-119	101181.30	30.18	11.97	0.00	0.00	0	0	99	-1
157	132133	53	8197	-366	-66	18	2	-331	-403	-121	101181.30	30.18	11.97	0.00	0.00	0	0	99	-1
158	132143	54	8197	-372	-66	18	2	-327	-407	-115	101181.30	30.18	11.97	0.00	0.00	0	0	99	-1
159	132153	49	8198	-372	-66	18	2	-326	-404	-118	101181.30	30.17	12.02	0.00	0.00	0	0	99	-1
160	132163	49	8200	-376	-66	18	2	-330	-410	-118	101180.75	30.17	12.02	0.00	0.00	0	0	99	-1
161	132173	46	8197	-375	-66	18	1	-328	-404	-126	101180.75	30.17	12.02	0.00	0.00	0	0	99	-1
162	132183	46	8195	-376	-66	18	2	-329	-401	-123	101180.98	30.17	12.00	0.00	0.00	0	0	99	-1
163	132193	44	8195	-374	-66	18	2	-327	-403	-113	101180.98	30.17	12.00	0.00	0.00	0	0	99	-1
164	132203	46	8199	-371	-66	18	2	-332	-412	-126	101180.98	30.17	12.00	0.00	0.00	0	0	99	-1
165	132213	44	8202	-368	-65	18	2	-327	-411	-125	101180.98	30.17	12.00	0.00	0.00	0	0	99	-1
166	132223	44	8200	-368	-65	18	2	-331	-407	-121	101178.27	30.16	12.22	0.00	0.00	0	0	99	-1
167	132233	44	8197	-368	-66	18	2	-326	-402	-126	101178.27	30.16	12.22	0.00	0.00	0	0	99	-1
168	132253	47	8196	-367	-66	18	2	-335	-401	-121	101178.27	30.16	12.22	0.00	0.00	0	0	99	-1
169	132263	53	8194	-371	-66	18	2	-325	-409	-123	101183.03	30.18	11.83	0.00	0.00	0	0	99	-1
170	132273	50	8194	-373	-66	18	3	-333	-405	-125	101183.03	30.18	11.83	0.00	0.00	0	0	99	-1
171	132283	49	8196	-376	-66	18	3	-329	-411	-119	101183.03	30.18	11.83	0.00	0.00	0	0	99	-1
172	132293	49	8195	-374	-66	19	3	-333	-409	-121	101183.03	30.17	11.98	0.00	0.00	0	0	99	-1
173	132303	47	8195	-374	-66	18	2	-327	-411	-119	101181.15	30.17	11.98	0.00	0.00	0	0	99	-1
174	132313	47	8195	-373	-66	17	2	-331	-409	-129	101181.15	30.17	11.98	0.00	0.00	0	0	99	-1
175	132323	54	8194	-372	-66	17	2	-330	-402	-122	101181.15	30.19	11.69	0.00	0.00	0	0	99	-1
176	132333	54	8197	-373	-66	18	2	-329	-403	-127	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
177	132343	53	8194	-373	-66	18	2	-331	-411	-123	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
178	132353	52	8198	-361	-66	18	2	-328	-406	-126	101184.70	30.19	11.69	0.00	0.00	0	0	99	-1
179	132363	54	8197	-361	-66	18	2	-331	-403	-129	101182.48	30.17	11.87	0.00	0.00	0	0	99	-1
180	132373	54	8198	-363	-66	18	2	-332	-400	-122	101182.48	30.17	11.87	0.00	0.00	0	0	99	-1
181	132383	58	8196	-371	-66	18	2	-326	-404	-132	101182.48	30.17	11.87	0.00	0.00	0	0	99	-1
182	132393	58	8198	-368	-66	17	2	-325	-407	-125	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
183	132403	58	8201	-364	-66	17	2	-325	-411	-121	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
184	132413	57	8202	-365	-66	18	2	-332	-408	-130	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
185	132423	54	8197	-364	-66	18	2	-323	-407	-125	101182.98	30.17	11.83	0.00	0.00	0	0	99	-1
186	132453	50	8193	-372	-66	19	2	-329	-401	-125	101178.17	30.16	12.23	0.00	0.00	0	0	99	-1
187	132483	46	8195	-368	-67	17	2	-332	-398	-126	101185.27	30.19	11.64	0.00	0.00	0	0	99	-1
188	132493	45	8198	-372	-67	18	3	-337	-409	-123	101185.27	30.19	11.64	0.00	0.00	0	0	99	-1
189	132503	46	8197	-368	-66	18	2	-327	-407	-125	101185.27	30.19	11.64	0.00	0.00	0	0	99	-1
190	132513	47	8195	-370	-66	18	2	-335	-405	-129	101181.03	30.19	11.99	0.00	0.00	0	0	99	-1
191	132523	49	8194	-374	-66	18	2	-328	-408	-124	101181.03	30.19	11.99	0.00	0.00	0	0	99	-1
192	132533	45	8197	-369	-66	17	2	-318	-408	-128	101181.03	30.19	11.99	0.00	0.00	0	0	99	-1
193	132543	44	8197	-371	-65	17	2	-337	-409	-123	101181.70	30.19	11.94	0.00	0.00	0	0	99	-1
194	132553	47	8196	-373	-66	17	2	-331	-403	-115	101181.70	30.19	11.94	0.00	0.00	0	0	99	-1
195	132563	51	8194	-374	-66	17	2	-327	-405	-125	101181.70	30.19	11.94	0.00	0.00	0	0	99	-1
196	132573	52	8194	-377	-66	18	2	-333	-411	-129	101180.94	30.19	12.00	0.00	0.00	0	0	99	-1
197	132583	54	8197	-374	-66	18	2	-327	-405	-127	101180.94	30.19	12.00	0.00	0.00	0	0	99	-1
198	132593	54	8198	-377	-66	18	2	-336	-404	-130	101180.94	30.19	12.00	0.00	0.00	0	0	99	-1
199	132613	56	8195	-377	-65	18	2	-328	-404	-122	101180.36	30.18	12.05	0.00	0.00	0	0	99	-1
200	132623	53	8193	-377	-66	18	2	-324	-408	-132	101180.36	30.18	12.05	0.00	0.00	0	0	99	-1
201	132633	51	8191	-367	-65	18	2	-324	-408	-128	101180.36	30.18	12.05	0.00	0.00	0	0	99	-1
202	132643	51	8193	-366	-66	18	2	-326	-408	-124	101180.36	30.18	12.05	0.00	0.00	0	0	99	-1
203	132653	53	8196	-368	-65	18	2	-327	-407	-123	101180.65	30.17	12.03	0.00	0.00	0	0	99	-1
204	132663	59	8196	-367	-66	18	2	-335	-411	-125	101180.65	30.17	12.03	0.00	0.00	0	0	99	-1
205	132673	58	8197	-368	-66	17	2	-332	-406	-124	101180.65	30.17	12.03	0.00	0.00	0	0	99	-1
206	132683	54	8196	-373	-66	18	2	-326	-406	-122	101178.74	30.17	12.18	0.00	0.00	0	0	99	-1
207	132693	55	8198	-369	-66	18	2	-329	-405	-123	101178.74	30.17	12.18	0.00	0.00	0	0	99	-1
208	132703	52	8200	-367	-66	18	2	-339	-409	-125	101178.74	30.17	12.18	0.00	0.00	0	0	99	-1
209	132713	50	8197	-369	-66	18	2	-328	-408	-126	101178.74	30.17	12.07	0.00	0.00	0	0	99	-1
210	132723	51	8201	-372	-66	17	2	-326	-404	-124	101180.15	30.17	12.07	0.00	0.00	0	0	99	-1
211	132733	51	8199	-371	-66	18	2	-325	-411	-121	101180.15	30.17	12.07	0.00	0.00	0	0	99	-1
212	132753	48	8193	-365	-66	18	3	-332	-408	-126	101181.77	30.19	11.93	0.00	0.00	0	0	99	-1
213	132763	47	8195	-367	-66	18	2	-326	-408	-116	101181.77	30.19	11.93	0.00	0.00	0	0	99	-1
214	132773	47	8196	-369	-66	18	3	-336	-402	-128	101181.77	30.19	11.93	0.00	0.00	0	0	99	-1
215	132783	50	8195	-369	-66	17	3	-323	-407	-127	101181.77	30.19	11.98	0.00	0.00	0	0	99	-1
216	132793	55	8193	-369	-66	18	3	-321	-417	-127	101181.20	30.18	11.98	0.00	0.00	0	0	99	-1
217	132813	56	8197	-370	-66	18	3	-334	-410	-120	101181.20	30.18	11.98	0.00	0.00	0	0	99	-1
218	132843	57	8196	-375	-66	18	2	-333	-409	-121	101182.37	30.19	11.88	0.00	0.00	0	0	99	-1
219	132853	56	8191	-376	-66	18	2	-329	-409	-115	101182.70	30.19	11.79	0.00	0.00	0	0	99	-1
220	132863	56	8196	-376	-66	19	2	-329	-407	-125	101183.44	30.19	11.79	0.00	0.00	0	0	99	-1
221	132873	58	8198	-379	-66	18	2	-336	-408	-126	101183.44	30.19	11.79	0.00	0.00	0	0	99	-1
222	132883	55	8196	-378	-66	18	2	-328	-410	-122	101183.44	30.19	11.79	0.00	0.00	0	0	99	-1
223	132893	53	8201	-378	-66	19	2	-322	-404	-122	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
224	132903	52	8200	-377	-66	19	2	-328	-414	-130	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
225	132923	55	8199	-373	-66	18	2	-330	-404	-124	101179.65	30.17	12.11	0.00	0.00	0	0	99	-1
226	132933	55	8196	-371	-66	19	2	-327	-411	-119	101180.13	30.18	12.07	0.00	0.00	0	0	99	-1
227	132943	54	8199	-369	-66	18	2	-322	-396	-124	101180.13	30.18	12.07	0.00	0.00	0	0	99	-1
228	132953	52	8198	-372	-66	18	2	-322	-404	-130	101180.13	30.18	12.07	0.00	0.00	0	0	99	-1
229	132963	51	8199	-379	-66	18	2	-331	-403	-125	101180.13	30.18	11.90	0.00	0.00	0	0	99	-1
230	132973	54	8198	-370	-66	18	2	-335	-403	-127	101182.13	30.18	11.90	0.00	0.00	0	0	99	-1
231	132983	51	8196	-371	-66	18	2	-332	-406	-130	101182.13	30.18	11.90	0.00	0.00	0	0	99	-1
232	132993	52	8195	-372	-66	18	2	-334	-410	-128	101182.13	30.18	12.29	0.00	0.00	0	0	99	-1
233	133003	50	8196	-377	-66	18	2	-331	-403	-129	101179.67	30.20	12.11	0.00	0.00	0	0	99	-1
234	133013	51	8198	-380	-66	18	3	-329	-407	-121	101179.67	30.20	12.11	0.00	0.00	0	0	99	-1
235	133023	51	8200	-380	-66	18	2	-329	-405	-123	101179.67	30.20	12.11	0.00	0.00	0	0	99	-1
236	133033	47	8200	-380	-66	17	3	-329	-407	-133	101183.01	30.20	11.77	0.00	0.00	0	0	99	-1
